epoch,step,train_loss,val_loss
0,49,0.2148485779762268,
0,99,0.19860409200191498,
0,149,0.4207586646080017,
0,199,0.3883388936519623,
0,249,0.4641065299510956,
0,299,0.17736321687698364,
0,349,0.056620657444000244,
0,399,0.28075626492500305,
0,449,0.15102818608283997,
0,499,0.1596316397190094,
0,549,0.1850554347038269,
0,599,0.18327221274375916,
0,649,0.19602744281291962,
0,699,0.09317394345998764,
0,749,0.1992262452840805,
0,799,0.1806909590959549,
0,849,0.17685247957706451,
0,899,0.05961855873465538,
0,937,,0.16001564264297485
