epoch,step,train_loss,val_loss
0,49,0.2356821447610855,
0,99,0.2352677285671234,
0,149,0.431466668844223,
0,199,0.3748466968536377,
0,249,0.4553816318511963,
0,299,0.1848883479833603,
0,349,0.05404181778430939,
0,399,0.2791537940502167,
0,449,0.17166979610919952,
0,499,0.17370003461837769,
0,549,0.2453199028968811,
0,599,0.2411535382270813,
0,649,0.2683231234550476,
0,699,0.09992068260908127,
0,749,0.2273685783147812,
0,799,0.17934034764766693,
0,849,0.1454591602087021,
0,899,0.04809807613492012,
0,937,,0.1459992378950119
