epoch,step,train_loss,val_loss
0,49,0.22224019467830658,
0,99,0.20333033800125122,
0,149,0.4512397348880768,
0,199,0.3379048705101013,
0,249,0.3994310796260834,
0,299,0.19084085524082184,
0,349,0.04949264973402023,
0,399,0.2978798747062683,
0,449,0.15007971227169037,
0,499,0.1797923594713211,
0,549,0.1977216601371765,
0,599,0.1894422471523285,
0,649,0.23844756186008453,
0,699,0.140409916639328,
0,749,0.20794236660003662,
0,799,0.24679504334926605,
0,849,0.17311455309391022,
0,899,0.08573811501264572,
0,937,,0.18444237112998962
